deadline_norm,duration_norm,profit_norm,penalty_norm,arrival_norm,profit_penalty_ratio,urgency,slack_ratio,density_norm,competition,label
0.916667,0.6,0.672018,0.818494,0.285714,0.249237,0.142857,0.5,1.0,1.0,1
0.833333,0.2,0.450653,0.372696,1.0,0.367058,0.333333,0.166667,1.0,0.8,0
0.666667,0.2,0.453947,0.562012,0.285714,0.245192,0.166667,0.416667,1.0,1.0,1
1.0,0.8,0.087373,0.047173,0.857143,0.562252,0.333333,0.166667,0.109216,1.0,0
0.666667,0.6,1.0,1.0,0.714286,0.303561,1.0,0.0,1.0,1.0,1
1.0,0.25,0.466042,0.150323,1.0,0.594094,0.25,0.25,1.0,0.857143,1
1.0,0.75,0.494788,0.058313,0.875,1.0,0.333333,0.166667,0.659717,1.0,0
0.75,0.75,0.490892,0.531477,0.25,0.176993,0.2,0.333333,0.654522,1.0,1
0.916667,0.25,0.661683,0.258071,0.0,0.491321,0.090909,0.833333,1.0,1.0,1
0.833333,0.5,0.066337,0.053471,0.5,0.237736,0.2,0.333333,0.132673,1.0,0
0.833333,0.5,1.0,1.0,0.125,0.191626,0.125,0.583333,1.0,1.0,1
0.916667,0.5,0.561651,0.25,0.875,0.430508,0.333333,0.166667,1.0,1.0,1
0.666667,1.0,0.509529,0.130145,0.375,0.750233,0.5,0.083333,0.509529,0.857143,1
1.0,1.0,0.698496,0.166035,1.0,0.943983,0.5,0.090909,0.698496,0.666667,0
0.454545,1.0,0.546515,0.174991,0.0,0.700787,0.5,0.090909,0.546515,0.333333,1
0.909091,0.5,1.0,1.0,0.666667,0.224389,0.2,0.363636,1.0,1.0,1
1.0,0.75,0.73841,0.816052,1.0,0.203039,0.333333,0.181818,0.984546,0.666667,1
0.833333,0.25,0.953827,1.0,1.0,0.140288,0.5,0.083333,1.0,1.0,1
1.0,1.0,1.0,0.507189,0.25,0.289988,0.142857,0.5,1.0,1.0,1
0.75,0.25,0.721506,0.239217,0.625,0.443606,0.25,0.25,1.0,1.0,1
0.75,0.5,0.284318,0.056592,0.875,0.738919,1.0,0.0,0.568636,1.0,1
1.0,0.2,0.212511,0.031955,0.833333,0.980791,0.142857,0.5,1.0,1.0,1
0.916667,1.0,0.840372,0.417945,0.666667,0.296544,0.333333,0.166667,0.840372,1.0,1
1.0,0.8,0.121067,0.053981,1.0,0.330769,0.333333,0.166667,0.151334,0.833333,0
0.666667,0.6,0.73326,0.198231,0.833333,0.545537,1.0,0.0,1.0,1.0,0
0.5,0.8,0.468356,0.3154,0.166667,0.219004,0.5,0.083333,0.585445,0.833333,1
0.666667,0.2,1.0,1.0,0.666667,0.147481,0.25,0.25,1.0,1.0,1
0.75,1.0,0.769372,0.603358,0.666667,0.188061,1.0,0.0,0.769372,1.0,0
0.7,0.2,0.807018,0.314291,0.25,0.389365,0.2,0.4,1.0,0.8,1
0.8,0.6,0.25,0.057981,0.625,0.653824,1.0,0.0,0.416667,0.8,1
0.6,0.8,0.847841,1.0,0.0,0.128564,0.333333,0.2,1.0,0.8,1
1.0,0.2,0.458165,0.261426,1.0,0.265753,0.5,0.1,1.0,0.4,1
0.9,0.4,0.827148,0.783254,0.625,0.160135,0.333333,0.2,1.0,1.0,1
0.9,1.0,1.0,0.203104,0.5,0.746599,1.0,0.0,1.0,1.0,0
0.5,0.2,0.559582,0.303781,0.125,0.284592,0.2,0.333333,1.0,0.857143,1
0.916667,1.0,0.367708,0.347651,0.375,0.163411,0.25,0.25,0.367708,1.0,0
0.75,0.2,0.184508,0.160609,0.625,0.177486,0.25,0.25,0.922538,1.0,1
1.0,1.0,0.812403,0.063142,0.375,1.0,0.2,0.333333,0.812403,1.0,1
0.666667,0.8,0.068077,0.038179,0.5,0.275481,1.0,0.0,0.085096,0.857143,0
0.666667,0.4,0.386123,0.073421,0.25,0.8125,0.2,0.333333,0.965308,0.857143,1
1.0,0.8,0.257693,0.132526,0.625,0.300416,0.25,0.25,0.322116,1.0,0
1.0,0.4,1.0,1.0,1.0,0.154497,0.333333,0.166667,1.0,0.571429,1
0.818182,1.0,0.898919,0.223876,0.571429,1.0,0.5,0.090909,0.898919,1.0,0
1.0,0.5,1.0,1.0,1.0,0.295725,0.333333,0.181818,1.0,0.6,1
0.909091,1.0,0.293393,0.690627,0.571429,0.12563,0.333333,0.181818,0.293393,1.0,0
0.545455,0.75,0.377771,0.117163,0.428571,0.953514,1.0,0.0,0.503694,0.8,1
0.636364,0.75,0.092515,0.203293,0.285714,0.134579,0.333333,0.181818,0.123354,0.8,0
0.909091,1.0,0.825463,0.932869,0.714286,0.261677,0.5,0.090909,0.825463,1.0,1
0.166667,0.2,0.43027,0.550167,0.2,0.14848,1.0,0.0,1.0,0.142857,1
1.0,1.0,0.809454,0.161371,1.0,0.952332,0.333333,0.166667,0.809454,0.857143,0
0.666667,0.6,0.243394,0.109253,0.6,0.422959,0.333333,0.166667,0.405657,0.857143,0
0.666667,1.0,0.22798,0.316054,0.6,0.136949,1.0,0.0,0.22798,0.857143,0
0.75,1.0,0.954786,0.845875,0.8,0.2143,1.0,0.0,0.954786,0.857143,1
0.75,0.4,0.075602,0.058528,0.8,0.245238,0.25,0.25,0.189005,0.857143,0
0.75,1.0,1.0,0.155518,0.6,1.0,0.5,0.083333,1.0,0.857143,0
1.0,0.6,0.832208,1.0,0.2,0.157999,0.111111,0.666667,1.0,1.0,1
0.833333,1.0,0.690651,0.894591,0.428571,0.157146,0.333333,0.166667,0.690651,1.0,1
1.0,0.2,0.688655,0.420996,0.142857,0.332961,0.090909,0.833333,1.0,1.0,1
0.333333,0.4,0.89937,1.0,0.0,0.183066,0.333333,0.166667,1.0,0.6,1
0.5,0.8,0.119643,0.156511,0.0,0.155601,0.333333,0.166667,0.149554,0.8,0
0.916667,0.6,1.0,0.073338,0.714286,1.0,0.25,0.25,1.0,0.8,1
0.916667,0.4,0.423739,0.531537,1.0,0.162269,0.333333,0.166667,1.0,0.6,0
1.0,0.4,0.477364,0.3691,1.0,0.189425,0.5,0.090909,1.0,0.571429,1
0.272727,0.4,0.83508,0.496489,0.125,0.246349,1.0,0.0,1.0,0.428571,1
0.727273,0.8,0.333073,0.11367,0.5,0.429167,1.0,0.0,0.416341,0.714286,0
0.818182,0.8,0.790923,0.925527,0.125,0.125163,0.2,0.363636,0.988654,1.0,0
0.454545,0.4,0.959188,0.517067,0.125,0.271699,0.333333,0.181818,1.0,0.714286,1
0.818182,0.8,0.763158,0.639229,0.0,0.174859,0.166667,0.454545,0.953947,1.0,0
1.0,1.0,1.0,1.0,0.5,0.146464,0.333333,0.181818,1.0,0.857143,1
1.0,0.4,0.293265,0.338723,0.625,0.126808,0.2,0.363636,0.733162,0.714286,0
1.0,1.0,0.260197,0.105823,0.833333,0.609259,0.5,0.090909,0.260197,1.0,0
1.0,1.0,1.0,1.0,0.5,0.247788,0.25,0.272727,1.0,1.0,1
1.0,0.2,0.547283,0.282475,1.0,0.480079,0.2,0.363636,1.0,1.0,1
0.636364,1.0,0.110722,0.1229,0.333333,0.223235,1.0,0.0,0.110722,1.0,0
0.909091,0.8,0.065303,0.038914,0.333333,0.415827,0.2,0.363636,0.081629,1.0,0
1.0,0.4,0.449102,0.3757,0.666667,0.2962,0.166667,0.454545,1.0,1.0,1
1.0,0.8,0.237898,0.243541,0.0,0.216697,0.111111,0.666667,0.297372,1.0,1
0.916667,0.2,0.483897,0.482364,1.0,0.222543,0.2,0.333333,1.0,1.0,1
1.0,1.0,0.164979,0.286003,0.833333,0.127965,0.333333,0.166667,0.164979,1.0,0
1.0,0.8,1.0,1.0,0.333333,0.221838,0.142857,0.5,1.0,1.0,1
0.916667,0.4,0.561724,0.052846,0.6,1.0,0.142857,0.5,1.0,1.0,1
0.833333,0.4,0.581301,0.13544,1.0,0.741337,0.25,0.25,1.0,1.0,1
0.666667,1.0,1.0,0.452698,0.2,0.381551,0.333333,0.166667,1.0,1.0,1
0.833333,0.8,0.656825,0.469512,0.8,0.241637,0.333333,0.166667,0.821031,1.0,0
1.0,1.0,0.773748,0.333518,0.8,0.40072,0.25,0.25,0.773748,1.0,0
0.666667,0.2,0.738233,1.0,1.0,0.127513,0.333333,0.166667,1.0,1.0,1
1.0,0.6,0.675978,0.847313,0.0,0.129131,0.1,0.75,1.0,1.0,1
0.833333,1.0,0.992308,0.758847,0.5,0.211658,0.5,0.083333,0.992308,0.857143,0
1.0,0.4,0.992038,1.0,1.0,0.160572,0.333333,0.166667,1.0,0.714286,1
0.666667,0.8,0.107962,0.133683,0.125,0.130719,0.25,0.25,0.134953,0.857143,0
0.333333,0.2,0.632928,0.355832,0.375,0.287907,1.0,0.0,1.0,0.428571,1
0.833333,0.8,0.593657,0.600699,0.625,0.159964,0.5,0.083333,0.742072,0.857143,0
1.0,0.8,1.0,0.920271,0.75,0.175884,0.333333,0.166667,1.0,0.857143,1
0.833333,1.0,0.484211,0.422674,0.125,0.185426,0.2,0.333333,0.484211,1.0,0
0.909091,0.6,0.364678,0.225513,1.0,0.222222,1.0,0.0,0.607796,0.5,0
1.0,1.0,0.271851,0.191965,0.714286,0.194606,0.5,0.090909,0.271851,0.833333,0
0.636364,1.0,0.147981,0.149306,0.142857,0.1362,0.5,0.090909,0.147981,0.833333,0
0.454545,0.4,0.218807,0.093394,0.428571,0.321951,1.0,0.0,0.547016,0.333333,1
0.545455,0.8,0.082731,0.059433,0.0,0.191289,0.333333,0.181818,0.103413,0.666667,1
1.0,0.4,0.758891,0.183061,0.857143,0.569683,0.25,0.272727,1.0,0.666667,1
0.909091,0.6,1.0,1.0,0.714286,0.13742,0.333333,0.181818,1.0,0.833333,1
1.0,1.0,0.846526,1.0,0.166667,0.146578,0.2,0.4,0.846526,1.0,1
0.9,0.2,1.0,0.259505,0.333333,0.667243,0.142857,0.6,1.0,1.0,1
1.0,0.2,0.255602,0.270033,1.0,0.163899,0.25,0.3,1.0,0.666667,1
0.3,0.6,0.375521,0.32131,0.0,0.202367,1.0,0.0,0.625868,0.666667,1
1.0,1.0,0.677477,0.593102,0.875,0.24753,0.333333,0.166667,0.677477,1.0,1
0.916667,0.666667,0.370034,0.523859,1.0,0.153069,0.5,0.083333,0.55505,1.0,1
1.0,1.0,0.796912,1.0,0.25,0.172692,0.125,0.583333,0.796912,1.0,1
1.0,0.333333,0.395285,0.470695,0.625,0.181983,0.142857,0.5,1.0,1.0,1
0.833333,0.666667,1.0,0.905861,0.25,0.239221,0.142857,0.5,1.0,1.0,1
1.0,0.333333,0.168262,0.286826,0.75,0.127125,0.166667,0.416667,0.504787,1.0,0
0.5,1.0,0.386875,0.122736,0.428571,0.467347,1.0,0.0,0.386875,0.666667,0
0.833333,1.0,0.784016,0.54104,0.714286,0.21485,0.333333,0.166667,0.784016,1.0,1
0.75,1.0,0.14165,0.036802,0.714286,0.570681,0.5,0.083333,0.14165,1.0,0
0.916667,1.0,0.912021,1.0,0.285714,0.135222,0.142857,0.5,0.912021,1.0,1
0.666667,1.0,0.518778,0.150867,0.142857,0.509834,0.2,0.333333,0.518778,1.0,0
0.833333,0.666667,0.626641,0.73526,1.0,0.126363,0.5,0.083333,0.939961,0.833333,1
1.0,1.0,1.0,0.955106,0.857143,0.155235,0.25,0.25,1.0,0.833333,1
0.916667,0.4,0.681316,0.671556,0.111111,0.175639,0.111111,0.666667,1.0,1.0,1
0.833333,0.2,0.156111,0.129538,1.0,0.208637,1.0,0.0,0.780554,0.75,1
0.833333,1.0,0.803964,0.203879,0.111111,0.682683,0.2,0.333333,0.803964,1.0,0
0.666667,1.0,1.0,1.0,0.333333,0.173123,1.0,0.0,1.0,0.75,1
1.0,0.8,0.679592,0.075833,0.0,1.0,0.111111,0.666667,0.84949,1.0,1
1.0,1.0,0.593535,0.554006,0.5,0.220023,0.25,0.272727,0.593535,0.75,0
0.818182,0.6,0.295602,0.022268,0.0,1.0,0.142857,0.545455,0.49267,1.0,1
0.272727,0.4,0.458553,0.533819,0.166667,0.176413,1.0,0.0,1.0,0.5,0
0.545455,1.0,1.0,0.786681,0.0,0.261058,0.5,0.090909,1.0,0.75,1
0.909091,0.6,0.79094,1.0,1.0,0.162435,0.5,0.090909,1.0,0.5,1
1.0,0.6,0.894345,1.0,1.0,0.137643,0.25,0.25,1.0,0.833333,1
1.0,0.8,0.179971,0.192773,0.0,0.143684,0.111111,0.666667,0.224964,1.0,0
0.916667,0.2,0.432217,0.08154,0.333333,0.8158,0.111111,0.666667,1.0,0.833333,1
0.166667,0.4,1.0,0.578476,0.0,0.266051,1.0,0.0,1.0,0.333333,1
1.0,1.0,0.418844,0.130558,0.5,0.493742,0.2,0.333333,0.418844,0.833333,0
0.583333,0.8,0.318395,0.368421,0.333333,0.133006,0.5,0.083333,0.397994,0.833333,1
0.916667,0.2,0.457636,0.43535,0.0,0.161783,0.090909,0.833333,1.0,1.0,1
0.5,0.4,0.14681,0.070175,0.5,1.0,0.5,0.083333,0.367026,0.666667,1
1.0,1.0,0.884081,0.926729,0.833333,0.489198,0.333333,0.166667,0.884081,1.0,1
0.833333,0.2,0.274301,0.28483,1.0,0.493841,0.25,0.25,1.0,0.666667,1
0.916667,0.2,1.0,1.0,0.333333,0.512797,0.111111,0.666667,1.0,1.0,1
0.75,0.6,0.356485,0.09244,0.714286,0.713347,0.5,0.083333,0.594142,1.0,1
0.75,1.0,0.355214,0.050529,0.142857,1.0,0.25,0.25,0.355214,1.0,0
0.833333,1.0,0.682583,0.442812,0.714286,0.285139,1.0,0.0,0.682583,1.0,0
0.75,0.8,1.0,1.0,0.0,0.184978,0.166667,0.416667,1.0,1.0,1
1.0,1.0,0.471678,0.120838,0.285714,0.722042,0.166667,0.416667,0.471678,1.0,0
1.0,0.8,0.295289,0.113592,0.142857,0.480862,0.125,0.583333,0.369111,1.0,0
0.75,0.4,0.618634,0.886604,1.0,0.12907,1.0,0.0,1.0,1.0,1
0.833333,1.0,0.443621,0.181943,0.571429,0.451023,0.5,0.083333,0.443621,1.0,0
1.0,1.0,0.621859,0.442415,1.0,0.2765,0.333333,0.2,0.621859,1.0,0
0.6,0.8,0.415027,0.533723,0.666667,0.152965,1.0,0.0,0.518783,1.0,0
0.6,0.2,0.823864,0.885805,0.0,0.182958,0.166667,0.5,1.0,1.0,1
0.7,0.4,0.710855,0.386657,1.0,0.36165,0.333333,0.2,1.0,1.0,1
0.8,0.8,1.0,1.0,1.0,0.196713,0.5,0.1,1.0,1.0,1
0.583333,0.8,1.0,1.0,0.75,0.141231,1.0,0.0,1.0,1.0,1
0.916667,0.8,0.558827,0.450508,1.0,0.175188,0.25,0.25,0.698534,1.0,0
1.0,0.4,0.957495,0.864885,1.0,0.156353,0.142857,0.5,1.0,1.0,1
0.583333,1.0,0.529647,0.133045,0.0,0.562235,0.333333,0.166667,0.529647,1.0,0
1.0,0.2,0.734577,0.53726,1.0,0.1931,0.125,0.583333,1.0,1.0,1
1.0,1.0,0.715025,0.375588,0.8,0.345874,0.25,0.272727,0.715025,1.0,0
0.818182,1.0,0.968467,1.0,0.8,0.175951,0.5,0.090909,0.968467,1.0,1
0.545455,0.75,0.408872,0.157973,0.2,0.47023,0.333333,0.181818,0.545162,1.0,0
0.727273,0.25,0.83398,0.629543,0.4,0.240679,0.166667,0.454545,1.0,1.0,1
0.818182,1.0,0.701377,0.443566,0.8,0.287277,0.5,0.090909,0.701377,1.0,0
0.909091,1.0,0.679139,0.494228,1.0,0.249654,0.5,0.090909,0.679139,1.0,0
0.818182,0.5,1.0,0.908508,0.4,0.199976,0.166667,0.454545,1.0,1.0,1
0.909091,0.75,0.211437,0.254382,0.0,0.151008,0.125,0.636364,0.281916,1.0,1
1.0,0.75,0.666,0.500363,0.833333,0.217344,0.2,0.333333,0.887999,1.0,1
0.916667,1.0,1.0,1.0,1.0,0.16329,0.5,0.083333,1.0,1.0,1
1.0,0.25,0.883589,0.540305,0.166667,0.267036,0.090909,0.833333,1.0,1.0,1
0.833333,0.25,0.537803,0.696986,0.333333,0.125996,0.125,0.583333,1.0,1.0,1
0.583333,1.0,0.987325,0.401961,0.166667,0.401084,0.333333,0.166667,0.987325,1.0,0
0.75,0.75,0.320102,0.166848,0.166667,0.313275,0.166667,0.416667,0.426803,1.0,1
1.0,1.0,0.485483,0.285775,0.857143,0.22367,0.333333,0.166667,0.485483,0.75,0
0.75,0.5,0.071128,0.018332,1.0,0.510853,1.0,0.0,0.142256,0.75,0
0.5,0.75,1.0,1.0,0.428571,0.131661,1.0,0.0,1.0,0.5,1
0.833333,1.0,0.698435,0.375728,0.571429,0.244743,0.333333,0.166667,0.698435,1.0,1
1.0,1.0,0.466487,0.319881,0.428571,0.192004,0.166667,0.416667,0.466487,1.0,0
0.666667,1.0,0.13938,0.034455,0.142857,0.743678,0.333333,0.166667,0.13938,1.0,0
1.0,0.4,0.388195,0.34297,0.285714,0.208083,0.111111,0.666667,0.970487,1.0,1
0.916667,0.2,0.80084,1.0,0.571429,0.147228,0.142857,0.5,1.0,0.857143,1
0.416667,0.2,1.0,0.188119,0.428571,0.977263,0.5,0.083333,1.0,0.714286,1
0.75,1.0,0.370315,0.409109,0.571429,0.166409,1.0,0.0,0.370315,0.857143,0
0.25,0.4,0.778221,0.808911,0.142857,0.176867,1.0,0.0,1.0,0.428571,1
0.916667,0.4,0.589078,0.682574,1.0,0.15866,0.333333,0.166667,1.0,0.714286,1
0.833333,0.6,0.183757,0.215446,0.285714,0.156801,0.166667,0.416667,0.306262,1.0,1
0.636364,0.2,0.16123,0.161458,0.4,0.13463,0.2,0.363636,0.806151,1.0,0
0.909091,1.0,0.565587,0.460185,0.6,0.1657,0.333333,0.181818,0.565587,1.0,0
0.636364,1.0,0.763514,0.334223,0.0,0.307989,0.333333,0.181818,0.763514,1.0,1
0.818182,1.0,0.539609,0.561803,0.8,0.129494,1.0,0.0,0.539609,1.0,0
0.727273,0.4,1.0,1.0,0.8,0.13482,0.333333,0.181818,1.0,1.0,1
1.0,0.8,0.410298,0.131773,1.0,0.419785,0.333333,0.181818,0.512873,1.0,1
0.545455,0.2,0.921365,0.587561,0.6,0.211414,0.333333,0.181818,1.0,1.0,1
1.0,1.0,0.554498,0.183486,0.428571,0.659853,0.166667,0.416667,0.554498,1.0,1
0.833333,1.0,0.474172,0.327847,0.428571,0.315802,0.25,0.25,0.474172,1.0,0
1.0,1.0,0.826001,1.0,0.857143,0.180356,0.333333,0.166667,0.826001,1.0,1
0.75,0.5,1.0,0.084458,1.0,1.0,1.0,0.0,1.0,1.0,1
0.583333,0.75,0.122211,0.035006,0.666667,0.487854,1.0,0.0,0.162948,1.0,1
0.5,1.0,0.577789,0.581491,0.166667,0.13885,0.5,0.083333,0.577789,0.666667,1
0.833333,0.25,1.0,1.0,0.833333,0.139739,0.2,0.333333,1.0,1.0,1
1.0,0.25,0.209635,0.210034,1.0,0.139474,0.166667,0.416667,0.83854,0.666667,1
0.583333,0.2,0.435624,0.150831,0.142857,0.540308,0.166667,0.416667,1.0,0.75,1
1.0,1.0,1.0,1.0,0.714286,0.187076,0.333333,0.166667,1.0,0.75,1
0.5,0.6,0.172616,0.161794,0.428571,0.199589,1.0,0.0,0.287693,0.75,0
0.416667,0.8,0.697567,0.465449,0.142857,0.280371,1.0,0.0,0.871959,0.5,1
0.833333,0.6,0.252353,0.104651,1.0,0.451111,1.0,0.0,0.420588,0.25,0
0.666667,0.2,0.44847,0.262426,1.0,0.297915,1.0,0.0,1.0,0.8,1
0.916667,0.8,0.178656,0.145919,0.714286,0.213438,0.333333,0.166667,0.223319,1.0,0
0.833333,0.4,0.524326,0.338577,0.714286,0.269966,0.25,0.25,1.0,1.0,1
0.916667,0.6,0.392624,0.462152,1.0,0.148101,0.5,0.083333,0.654373,0.8,1
0.583333,1.0,1.0,0.93844,0.0,0.185763,0.333333,0.166667,1.0,0.6,1
1.0,0.2,0.738164,1.0,0.714286,0.128682,0.142857,0.5,1.0,1.0,1
0.909091,0.4,0.927346,0.831717,1.0,0.152251,1.0,0.0,1.0,0.571429,1
1.0,0.8,0.649077,0.178428,0.5,0.496739,0.25,0.272727,0.811346,1.0,0
0.909091,0.6,0.991587,0.77801,0.125,0.174036,0.142857,0.545455,1.0,1.0,1
0.909091,1.0,0.179504,0.152171,0.5,0.161078,0.5,0.090909,0.179504,1.0,0
0.636364,0.4,0.893696,0.136208,0.25,0.895947,0.25,0.272727,1.0,0.857143,1
0.909091,0.8,0.264176,0.240042,0.0,0.15028,0.142857,0.545455,0.33022,1.0,0
0.727273,0.4,1.0,1.0,0.5,0.136551,0.333333,0.181818,1.0,0.857143,1
0.727273,0.2,0.632033,0.387886,0.125,0.2225,0.142857,0.545455,1.0,0.857143,1
0.75,0.2,0.251735,0.220551,0.0,0.308108,0.111111,0.666667,1.0,1.0,1
1.0,0.2,0.884963,0.38717,1.0,0.617009,0.142857,0.5,1.0,0.833333,1
0.583333,0.2,0.745321,0.572807,0.6,0.351239,0.25,0.25,1.0,1.0,1
0.75,0.4,0.555415,0.386886,0.2,0.387528,0.142857,0.5,1.0,1.0,1
0.416667,0.2,1.0,1.0,0.0,0.26994,0.2,0.333333,1.0,0.666667,1
0.916667,1.0,0.485804,0.729492,0.8,0.179767,0.333333,0.166667,0.485804,1.0,1
0.833333,0.4,0.411462,0.190463,1.0,0.583159,0.25,0.25,1.0,0.833333,1
0.583333,1.0,1.0,0.238017,0.333333,0.857407,0.25,0.25,1.0,0.5,1
1.0,1.0,0.284152,0.187603,1.0,0.309104,0.333333,0.166667,0.284152,0.833333,1
1.0,1.0,0.395518,0.358127,0.666667,0.225385,0.166667,0.416667,0.395518,1.0,1
0.833333,1.0,0.916442,0.987328,1.0,0.189425,1.0,0.0,0.916442,0.833333,1
1.0,1.0,0.215983,0.171901,0.0,0.25641,0.083333,0.916667,0.215983,1.0,1
0.916667,1.0,0.675891,0.192287,0.888889,0.717335,0.333333,0.166667,0.675891,0.833333,1
